PROVINCIE;BEVOEGD GEZAG NUMMER;INSTELLINGSCODE;VESTIGINGSCODE;VESTIGINGSNAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;NODAAL GEBIED CODE;NODAAL GEBIED NAAM;RPA-GEBIED CODE;RPA-GEBIED NAAM;WGR-GEBIED CODE;WGR-GEBIED NAAM;COROPGEBIED CODE;COROPGEBIED NAAM;ONDERWIJSGEBIED CODE;ONDERWIJSGEBIED NAAM;RMC-REGIO CODE;RMC-REGIO NAAM;VAKANTIEREGIO
Flevoland;30357;26RK;26RK00;RK Basisschool De Toermalijn;Jade;49;3893 EB;ZEEWOLDE;0050;ZEEWOLDE;Rooms-Katholiek;0365226020;www.toermalijn.net;Gedempte Gracht;25;3894 BA;ZEEWOLDE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;17;Noordwest-Veluwe;Midden
Flevoland;30709;23FD;23FD01;Shri Laksmi School;Regentesseweg;1;1312 AA;ALMERE;0034;ALMERE;Hindoeïstisch;0365232514;www.shriganesha.nl;Postbus;52104;2505 CC;'S-GRAVENHAGE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40077;24EJ;24EJ00;Islamitische Basisschool Al Iman;Harderwijkoever;3;1324 HA;ALMERE;0034;ALMERE;Islamitisch;0365304737;www.noorscholen.nl;Harderwijkoever;3;1324 HA;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40077;28BL;28BL00;Al-Ihsaan;Schor;7;8224 CM;LELYSTAD;0995;LELYSTAD;Islamitisch;0320213849;www.noorscholen.nl;Johan Huizingalaan;112;1065 JE;AMSTERDAM;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;12PM;12PM00;Basisschool De Ark;Middenhof;210;1354 EV;ALMERE;0034;ALMERE;Protestants-Christelijk;0365310289;www.ark-almere.nl;Middenhof;210;1354 EV;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;12XA;12XA00;Basisschool de Driemaster;Tegelenpad;2;1324 DS;ALMERE;0034;ALMERE;Protestants-Christelijk;0365331399;www.driemaster-almere.nl;Tegelenpad;2;1324 DS;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;13CW;13CW00;Basisschool de Ichthus;Rijnweg;10;1316 EP;ALMERE;0034;ALMERE;Protestants-Christelijk;0365332746;www.pcb-ichthus.nl;Rijnweg;10;1316 EP;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;13IF;13IF00;Basisschool het Kompas;Binnenkruierstraat;5;1333 EC;ALMERE;0034;ALMERE;Protestants-Christelijk;0365321065;www.kompasalmere.nl/;Binnenkruierstraat;5;1333 EC;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;13NH;13NH00;Basisschool de Regenboog;Klipgriend;1;1356 GA;ALMERE;0034;ALMERE;Protestants-Christelijk;0365314937;regenboogalmere.nl;Klipgriend;1;1356 GA;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;23EV;23EV00;Protestants Christelijke Basisschool de Lichtboei;Luitstraat;7;1312 LH;ALMERE;0034;ALMERE;Protestants-Christelijk;0365361595;www.lichtboei.nl;Luitstraat;7;1312 LH;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;23ZV;23ZV00;Basisschool De Olijfboom;Bongerdstraat;2;1326 AB;ALMERE;0034;ALMERE;Protestants-Christelijk;0365376557;www.de-olijfboom.nl;Bongerdstraat;2;1326 AB;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;23ZW;23ZW00;Protestants Christelijke Basisschool de Buitenburcht;Zonnebloemweg;66;1338 TV;ALMERE;0034;ALMERE;Protestants-Christelijk;0365329271;www.buitenburcht.nl;Zonnebloemweg;66;1338 TV;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;25KT;25KT00;Basisschool De Kraanvogel;Perzikstraat;24;1326 HN;ALMERE;0034;ALMERE;Protestants-Christelijk;0365354527;www.dekraanvogel.nl;Perzikstraat;24;1326 HN;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;26AC;26AC00;De Omnibus;J.J. Slauerhoffstraat;53;1321 HE;ALMERE;0034;ALMERE;Samenwerking PC en RK;0365363125;www.de-omnibus.nl;J.J. Slauerhoffstraat;53;1321 HE;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;26AD;26AD00;Protestants Christelijke Basisschool De Dukdalf;Makassarweg;68;1335 HZ;ALMERE;0034;ALMERE;Protestants-Christelijk;0365325089;www.dukdalf-almere.nl;Makassarweg;68;1335 HZ;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;27AA;27AA00;De Optimist;Hildo Kropstraat;20;1328 BC;ALMERE;0034;ALMERE;Samenwerking PC en RK;0365369060;www.de-optimist.nl;Hildo Kropstraat;20;1328 BC;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;27XH;27XH00;Oecumenische Daltonschool De Windwijzer;Kraaiennest;4;1319 DA;ALMERE;0034;ALMERE;Samenwerking PC en RK;0365240540;www.windwijzer-almere.nl;Kraaiennest;4;1319 DA;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;27XJ;27XJ00;Het Drieluik;Ten Harmsen v.d. Beekpad;4;1336 BK;ALMERE;0034;ALMERE;Samenwerking PC en RK;0365295623;www.drieluik-almere.nl;Ten Harmsen v.d. Beekpad;4;1336 BK;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;29XC;29XC00;De Kleine Wereld;Heliumweg;61;1362 JA;ALMERE;0034;ALMERE;Samenwerking PC en RK;0367670240;www.de-kleine-wereld.nl;Heliumweg;61;1362 JA;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;30PE;30PE00;De Ruimte;Nimfenplein;1;1363 SV;ALMERE;0034;ALMERE;Protestants-Christelijk;0367671688;www.sterrenschoolderuimte.nl;Nimfenplein;1;1363 SV;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;31LN;31LN00;De Verwondering;Richard Feynmanstraat;7;1341 DL;ALMERE;0034;ALMERE;Interconfessioneel;0367671730;www.verwondering-almere.nl;Richard Feynmanstraat;7;1341 DL;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40114;31UY;31UY00;De Verbeelding;Burchard de Volderstraat;19;1349 HJ;ALMERE;0034;ALMERE;Interconfessioneel;0362005546;verbeelding-almere.nl;Postbus;10149;1301 AC;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40662;03QP;03QP00;SWS De Fladderiep;Voorstraat;5;8317 AG;KRAGGENBURG;0171;NOORDOOSTPOLDER;Samenwerking PC en RK;0527252884;https://www.swsdefladderiep.nl;Voorstraat;5;8317 AG;KRAGGENBURG;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;03RA;03RA00;Rooms Katholieke Basisschool De Horizon;Arnoldus van Bockholtstr;3;8307 AX;ENS;0171;NOORDOOSTPOLDER;Rooms-Katholiek;0527251537;www.horizon-ens.nl;Arnoldus van Bockholtstr;3;8307 AX;ENS;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;04ZB;04ZB00;Mariabasisschool;Oosteinde;2-A;8316 BL;MARKNESSE;0171;NOORDOOSTPOLDER;Rooms-Katholiek;0527203177; ;Oosteinde;2-A;8316 BL;MARKNESSE;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;04ZX;04ZX00;SWS De Kring;Ring;17;8308 AL;NAGELE;0171;NOORDOOSTPOLDER;Rooms-Katholiek;0527652940;www.swsdekring.nl;Ring;17;8308 AL;NAGELE;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;05CZ;05CZ00;De Akkerbloem;Graaf Florislaan;18;8312 AX;CREIL;0171;NOORDOOSTPOLDER;Rooms-Katholiek;0527274242; ;Graaf Florislaan;18;8312 AX;CREIL;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;06YL;06YL00;Oecumenische basisschool De Ark;Het Laantje;6;8311 AZ;ESPEL;0171;NOORDOOSTPOLDER;Samenwerking PC en RK;0527271638; ;Het Laantje;6;8311 AZ;ESPEL;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;08JS;08JS00;Albert Schweitzer-School;Skagerrak;11;8303 VA;EMMELOORD;0171;NOORDOOSTPOLDER;Rooms-Katholiek;0527613159; ;Skagerrak;11;8303 VA;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;09JQ;09JQ00;St Joseph School;Prof. Lorentzstraat;4;8302 AS;EMMELOORD;0171;NOORDOOSTPOLDER;Rooms-Katholiek;0527613373;www.st.josephschool.nl;Prof. Lorentzstraat;4;8302 AS;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;10OF;10OF00;cbs De Koperwiek;Lijsterbesstraat;32;8302 CN;EMMELOORD;0171;NOORDOOSTPOLDER;Protestants-Christelijk;0527697988;www.dekoperwiek-emmeloord.nl;Lijsterbesstraat;32;8302 CN;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;11QC;11QC00;CBS De Triangel;Reijdersant;17;8303 XL;EMMELOORD;0171;NOORDOOSTPOLDER;Protestants-Christelijk;0527612625;www.detriangel-emmeloord.nl;Reijdersant;17;8303 XL;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;11QN;11QN00;De Leeuwerik;Sportweg;52-A;8313 AR;RUTTEN;0171;NOORDOOSTPOLDER;Rooms-Katholiek;0527262847;www.paulusschool-rutten.nl;Sportweg;52-A;8313 AR;RUTTEN;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;12KG;12KG00;CBS De Lichtboei;Scheer;1;8303 KN;EMMELOORD;0171;NOORDOOSTPOLDER;Protestants-Christelijk;0527698644;www.delichtboei-emmeloord.nl;Scheer;1;8303 KN;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;12ST;12ST00;CBS 't Kompas;Sondelstraat;4;8304 GA;EMMELOORD;0171;NOORDOOSTPOLDER;Protestants-Christelijk;0527613253;WWW.KOMPAS-EMMELOORD.NL;Sondelstraat;4;8304 GA;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;12ZH;12ZH00;CBS De Schalmei;Noordakker;50;8314 AH;BANT;0171;NOORDOOSTPOLDER;Protestants-Christelijk;0527261558;WWW.DESCHALMEI-BANT.NL;Noordakker;50;8314 AH;BANT;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;13TJ;13TJ00;CBS Op de Wieken;Fazantendrift;2;8309 AM;TOLLEBEEK;0171;NOORDOOSTPOLDER;Protestants-Christelijk;0527651489;WWW.OPDEWIEKEN-TOLLEBEEK.NL;Fazantendrift;2;8309 AM;TOLLEBEEK;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;14CA;14CA00;samenwerkingsschool De Wending;Zuidwend;4;8314 AA;BANT;0171;NOORDOOSTPOLDER;Openbaar;0527261447;www.swsdewending.nl;Zuidwend;4;8314 AA;BANT;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;14DL;14DL00;CBS Het Lichtschip;Sportweg;24;8307 AN;ENS;0171;NOORDOOSTPOLDER;Protestants-Christelijk;0527251712;www.hetlichtschip.nl;Sportweg;24;8307 AN;ENS;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;14GF;14GF00;CBS De Zeester;Noordzoom;119;8316 CH;MARKNESSE;0171;NOORDOOSTPOLDER;Protestants-Christelijk;0527203082;WWW.DEZEESTER-MARKNESSE.NL;Postbus;10;8316 ZG;MARKNESSE;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;14HT;14HT00;o.b.s. De Carrousel;Lijsterbesstraat;34;8302 CN;EMMELOORD;0171;NOORDOOSTPOLDER;Openbaar;0527612261;www.carrousel-emmeloord.nl;Lijsterbesstraat;34;8302 CN;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;14KI;14KI00;Roderik van Voorstschool;Skagerrak;1;8303 VA;EMMELOORD;0171;NOORDOOSTPOLDER;Openbaar;0527612321;www.obsroderikvanvoorst.nl;Postbus;33;8300 AA;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;14MX;14MX00;De Keerkring;Meteorenstraat;104;8303 BB;EMMELOORD;0171;NOORDOOSTPOLDER;Openbaar;0527698880;www.obsdekeerkring.nl;Meteorenstraat;104;8303 BB;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;14YR;14YR00;De Zevensprong;Ellertsveld;15;8302 JD;EMMELOORD;0171;NOORDOOSTPOLDER;Openbaar;0527788688;www.ojszevensprong.nl;Ellertsveld;15;8302 JD;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;15FD;15FD00;Windkracht 10;Pampuspad;45;8304 DR;EMMELOORD;0171;NOORDOOSTPOLDER;Openbaar;0527616674;www.odswindkracht10.nl;Pampuspad;45;8304 DR;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;15IL;15IL00;De Regenboog;Sportweg;22;8307 AN;ENS;0171;NOORDOOSTPOLDER;Openbaar;0527251664; ;Sportweg;22;8307 AN;ENS;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;15QD;15QD00;s.w.s. De Floreant;Sportstraat;26;8315 AM;LUTTELGEEST;0171;NOORDOOSTPOLDER;Openbaar;0527202306;www.swsdefloreant.nl;Sportstraat;26;8315 AM;LUTTELGEEST;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;15SN;15SN00;De Driesprong;Laagzijde;1;8316 AX;MARKNESSE;0171;NOORDOOSTPOLDER;Openbaar;0527201575; ;Laagzijde;1;8316 AX;MARKNESSE;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;15XA;15XA00;a.z.s. De Wissel;Oosterringweg;41-B;8315 PS;LUTTELGEEST;0171;NOORDOOSTPOLDER;Openbaar;0527202006;www.ocdewissel.nl;Oosterringweg;41-B;8315 PS;LUTTELGEEST;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40662;15ZC;15ZC00;SWS De Sprang;Fazantendrift;4;8309 AM;TOLLEBEEK;0171;NOORDOOSTPOLDER;Openbaar;0527651497;http://www.swsdesprang.nl;Fazantendrift;4;8309 AM;TOLLEBEEK;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40945;24RK;24RK00;Christelijk Basisschool De Verbinding;Haagbeukweg;36-38;1326 CR;ALMERE;0034;ALMERE;Gereformeerd vrijgemaakt / Eva;0365374061;www.cbsdeverbinding.nl;Haagbeukweg;36-38;1326 CR;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40945;24TZ;24TZ00;Gereformeerde Basisschool In de Lichtkring;Naarderweg;2;3891 DK;ZEEWOLDE;0050;ZEEWOLDE;Gereformeerd vrijgemaakt;0365223265;www.indelichtkring.nl;Naarderweg;2;3891 DK;ZEEWOLDE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;17;Noordwest-Veluwe;Midden
Flevoland;40950;09XI;09XI00;Kbs de Toekomst;Werfstraat;12;8251 GP;DRONTEN;0303;DRONTEN;Rooms-Katholiek;0321312483;www.kbsdetoekomst.nl;Werfstraat;12;8251 GP;DRONTEN;18;Zwolle;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40950;10PT;10PT00;De Wingerd;Akkerhof;1;8256 BK;BIDDINGHUIZEN;0303;DRONTEN;Rooms-Katholiek;0321331329;www.kbswingerd.nl;Postbus;18;8256 ZG;BIDDINGHUIZEN;18;Zwolle;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40950;11EO;11EO00;De Golfslag;Narcisstraat;1;8255 BS;SWIFTERBANT;0303;DRONTEN;Rooms-Katholiek;0321321355; ;Narcisstraat;1;8255 BS;SWIFTERBANT;18;Zwolle;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40950;12QA;12QA00;Basisschool Laetare;Leekerhoek;16;8223 ZR;LELYSTAD;0995;LELYSTAD;Rooms-Katholiek;0320221283;www.laetare.nl;Leekerhoek;16;8223 ZR;LELYSTAD;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;12QK;12QK00;Rooms Katholieke Basisschool Panta Rhei;Slufterplantsoen;2;1316 KX;ALMERE;0034;ALMERE;Rooms-Katholiek;0365335349;www.bspantarhei.nl;Slufterplantsoen;2;1316 KX;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;12XI;12XI00;Rooms Katholieke Basisschool de Kring;Schouw 19;1;8232 HM;LELYSTAD;0995;LELYSTAD;Rooms-Katholiek;0320228060;www.dekring.net;Schouw 19;1;8232 HM;LELYSTAD;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;13DH;13DH00;Rooms Katholieke Basisschool Toermalijn;Galjoen 24;24;8243 LR;LELYSTAD;0995;LELYSTAD;Rooms-Katholiek;0320246367;www.kbsdetoermalijn.nlbrinodin;Galjoen 24;24;8243 LR;LELYSTAD;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;13IP;13IP00;IKC de Boslelie;Wold 22;15;8225 AZ;LELYSTAD;0995;LELYSTAD;Rooms-Katholiek;0320230044; ;Wold 22;15;8225 AZ;LELYSTAD;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;13IU;13IU00;RK Jenaplanschool De Sterrenzee;Vrijmark;114;1355 GK;ALMERE;0034;ALMERE;Rooms-Katholiek;0365310112;www.sterrenzee.nl;Vrijmark;114;1355 GK;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;23BZ;23BZ00;De Zonnewijzer;De Barrage;14;8252 GW;DRONTEN;0303;DRONTEN;Rooms-Katholiek;0321337032;www.kbszonnewijzer.nl;De Barrage;14;8252 GW;DRONTEN;18;Zwolle;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40950;23EY;23EY00;Rooms Katholieke Basisonderwijs Crescendo;Luitstraat;9;1312 LH;ALMERE;0034;ALMERE;Rooms-Katholiek;0365360982;www.kbscrescendo.nl;Luitstraat;9;1312 LH;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;23ZU;23ZU00;Rooms Katholieke Basisschool 't Zonnewiel;Bongerdstraat;4;1326 AB;ALMERE;0034;ALMERE;Rooms-Katholiek;0365376558;www.zonnewiel.nl;Bongerdstraat;4;1326 AB;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;24UN;24UN00;Rooms Katholieke Baisschool de Lettertuin;Zonnebloemweg;68;1338 TV;ALMERE;0034;ALMERE;Rooms-Katholiek;0365370738;www.kbslettertuin.nl;Zonnebloemweg;68;1338 TV;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;25KF;25KF00;Katholieke Jenaplan School De Klimboom;Beursplein;1;8253 EA;DRONTEN;0303;DRONTEN;Rooms-Katholiek;0321382337;www.kbsklimboom.nl;Beursplein;1;8253 EA;DRONTEN;18;Zwolle;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;40950;25KU;25KU00;Pirouette;Iepenstraat;1-feb;1326 DB;ALMERE;0034;ALMERE;Rooms-Katholiek;0365450425; ;Iepenstraat;1-feb;1326 DB;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;26PW;26PW00;Het Kristal;Makassarweg;68;1335 HZ;ALMERE;0034;ALMERE;Rooms-Katholiek;0365352513;www.het-kristal.nl;Makassarweg;68;1335 HZ;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;27TZ;27TZ00;De Lispeltuut;Pauwenburg;8;8226 TA;LELYSTAD;0995;LELYSTAD;Rooms-Katholiek;0320219300;www.lispeltuut.nl;Pauwenburg;8;8226 TA;LELYSTAD;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;29UB;29UB00;De Droomspiegel;Marco Poloroute;60;1363 LA;ALMERE;0034;ALMERE;Rooms-Katholiek;0365406060;www.droomspiegel.nl;Marco Poloroute;60;1363 LA;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;31DV;31DV00;IKC De Duinvlinder;Slowakijehof;1;1363 BD;ALMERE;0034;ALMERE;Rooms-Katholiek;0367676006;www.deduinvlinder.nl;Slowakijehof;1;1363 BD;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;40950;31VY;31VY00;IKC De Woudreus;Marie Curielaan;301;1341 BA;ALMERE;0034;ALMERE;Rooms-Katholiek;0623179627;www.ikcdewoudreus.nl;Marie Curielaan;301;1341 BA;ALMERE;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
Flevoland;41632;03KT;03KT00;De Planthof;De Fjord;44;8303 HL;EMMELOORD;0171;NOORDOOSTPOLDER;Gereformeerd vrijgemaakt;0527614823;www.gbs-deplanthof.nl;De Fjord;44;8303 HL;EMMELOORD;17;Noordoostpolder;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;41632;06LR;06LR00;Gereformeerde Basisschool De Schakel;De Ketting;8;8251 LD;DRONTEN;0303;DRONTEN;Gereformeerd vrijgemaakt;0321314552;www.gbs-deschakel.nl;De Ketting;8;8251 LD;DRONTEN;18;Zwolle;15;Flevoland;18;Flevoland;40;Flevoland;05;Zwolle-Meppel en omstreken;18;Flevoland;Noord
Flevoland;41632;06RU;06RU00;Basisschool De Helmstok;Volkerakstraat;30;8226 GS;LELYSTAD;0995;LELYSTAD;Gereformeerd vrijgemaakt;0320255280;www.gbs.dehelmstok.nl;Volkerakstraat;30;8226 GS;LELYSTAD;28;Harderwijk;15;Flevoland;18;Flevoland;40;Flevoland;10;Harderwijk-Amersfoort;18;Flevoland;Noord
